ID,RecordDOI,RecordURL,Title,PublicationDate,Authors,ARCURL
yshyf-ew334,https://doi.org/10.60534/yshyf-ew334,https://archive.nfdi4plants.org/records/yshyf-ew334,A novel biosensor for ferrous iron developed via CoBiSe: A computational method for rapid biosensor design,2025-11-23,"Papadopoulos, Athanasios and Anlauf, Manuel and Reiners, Jens and Paik, Sueng-Hyun and Krueger, Aileen and Lueckel, Benita and Bott, Michael and Drepper, Thomas and Frunzke, Julia and Gohlke, Holger and Weidtkamp-Peters, Stefanie and Smits, Sander and Gertzen, Christoph",https://git.nfdi4plants.org/projects/3371/
2pajy-nd415,https://doi.org/10.60534/2pajy-nd415,https://archive.nfdi4plants.org/records/2pajy-nd415,Genome-wide analysis of DtxR and HrrA regulons reveals novel targets and a high level of interconnectivity between iron and heme regulatory networks in Corynebacterium glutamicum,2025-12-01,"Krüger, Aileen and Frunzke, Julia and Weber, Ulrike",https://git.nfdi4plants.org/projects/2342
esr6h-hjx96,https://doi.org/10.60534/esr6h-hjx96,https://archive.nfdi4plants.org/records/esr6h-hjx96,The effect of FLOWERING LOCUS T1 (FT1) on the barley transcriptome,2025-12-02,"Helmsorig, Gesa and Lan, Tianyu and Haraldsson, Einar Baldvin and Rütjes, Thea and Westhoff, Philipp and Weber, Katrin and Kumlehn, Jochen and Hensel, Götz and Simon, Rüdiger and von Korff, Maria",https://git.nfdi4plants.org/projects/1636/
zzweq-8sv89,https://doi.org/10.60534/zzweq-8sv89,https://archive.nfdi4plants.org/records/zzweq-8sv89,Evidence for rapid hydrolysis of shoot-derived sucrose using an ultrasensitive ratiometric Matryoshka-type MGlucoMeter sensor,2025-12-02,"Ishikawa, Yuuma and Zöllner, Nora R. and Paradies, Suanne and Frommer, Wolf B.",https://git.nfdi4plants.org/projects/3272/
8rtx8-pc611,https://doi.org/10.60534/8rtx8-pc611,https://archive.nfdi4plants.org/records/8rtx8-pc611,The Spirogyra genome: signatures of shared and divergent division and differentiation,2025-12-02,"Rensing, Stefan and de Vries, Jan and Varshney, Deepti and Hiltemann, Saskia",https://git.nfdi4plants.org/projects/1600/
zfdth-2g147,https://doi.org/10.60534/zfdth-2g147,https://archive.nfdi4plants.org/records/zfdth-2g147,Imputation integrates single-cell and spatial gene expression data to resolve transcriptional networks in barley shoot meristem development,2025-12-02,"Dörpholz, Hannah and Demesa-Arevalo, Edgar and Usadel, Björn and Simon, Rüdiger",https://git.nfdi4plants.org/projects/2748/
66p52-bct41,https://doi.org/10.60534/66p52-bct41,https://archive.nfdi4plants.org/records/66p52-bct41,Evolution of B-GATA factors-mediated nitrogen response in land plants,2025-12-02,"Zappone, Dario and Schwechheimer, Claus and Schröder, Peter Michael and Kerstin Becker and Schneeberger, Korbinian and Dong, Xiao and Novák, Ondřej and Ivan Petřík and Rudolf  Schäufele",https://git.nfdi4plants.org/projects/781/
rwpke-xgd54,https://doi.org/10.60534/rwpke-xgd54,https://archive.nfdi4plants.org/records/rwpke-xgd54,Dataset: Monocolonization with Bacteroides thetaiotaomicron exerts region-specific effects on Alzheimer's disease-related traits in the murine brain,2025-10-09,"König, Svenja",https://git.nfdi4plants.org/projects/3205
bj5s3-wvh69,https://doi.org/10.60534/bj5s3-wvh69,https://archive.nfdi4plants.org/records/bj5s3-wvh69,The sucrose:trehalose 6-phosphate nexus is conserved in flowering plants with different phloem loading and carbon storage strategies,2025-10-07,"Annunziata, Maria Grazia and Feil, Regina and Lohse, Marc and Figueroa, Carlos and Hartman, Matías and Esmailpour, Mohammad and Nikoloski, Zoran and Koehl, Karin and Stitt, Mark and Lunn, John and Fichtner, Franziska",https://git.nfdi4plants.org/projects/3172
b4v7d-47d26,https://doi.org/10.60534/b4v7d-47d26,https://archive.nfdi4plants.org/records/b4v7d-47d26,Proteomics Data Set: Trans-dimerization of Amyloid Precursor Protein family members induces pre- and postsynaptic differentiation through distinct signaling pathways,2025-10-02,"Foth, Natalie and Fäßler, Moritz and Ott, Caroline and Muehlhaus, Timo and Sommer, Frederik and Schroda, Michael and Kins, Stefan",https://git.nfdi4plants.org/projects/3122
51jpt-eka68,https://doi.org/10.60534/51jpt-eka68,https://archive.nfdi4plants.org/records/51jpt-eka68,Comparison of single and combined salt and cold stress effects and their challenges for hyperspectral measurements of different Capsicum species,2025-10-02,"Genzel, Franziska and Wiese-Klinkenberg, Anika",https://git.nfdi4plants.org/projects/2876
8d4s9-ywr51,https://doi.org/10.60534/8d4s9-ywr51,https://archive.nfdi4plants.org/records/8d4s9-ywr51,Differentiation of Xanthomonas oryzae pv. oryzae in vitro and during rice leaf infection,2025-10-01,"Frommer, Wolf B. and Redzich, Laura",https://git.nfdi4plants.org/projects/2949
as0hg-57s58,https://doi.org/10.60534/as0hg-57s58,https://archive.nfdi4plants.org/records/as0hg-57s58,"In vitro effects of potato glycoalkaloids on plant-pathogens, beneficial microbes, and Arabidopsis thaliana",2025-09-26,"Bueno da Silva, Marília and Genzel, Franziska and Wiese-Klinkenberg, Anika and Bredenbruch, Sandra and Grundler, Florian M. W. and Schleker, A. Sylvia S.",https://git.nfdi4plants.org/projects/2886
qgw5a-htx83,https://doi.org/10.60534/qgw5a-htx83,https://archive.nfdi4plants.org/records/qgw5a-htx83,Removal of transgenes and evaluation of yield penalties in genome edited bacterial blight resistant rice varieties,2025-09-10,"Loo, Eliza and Huguet-Tapia, José and Selvaraj, Michael Gomez and Stiebner, Melissa and Killing, Britta and Buchholzer, Marcel and Schepler-Luu, Van and Hartwig, Thomas and Rivera Gutiérrez, Sandra and Rast-Somssich, Madlen Ingeborg and Szurek, Boris and Tohme, Joe and Charraviaga, Paul and White, Frank and Yang, Bing and Frommer, Wolf B.",https://git.nfdi4plants.org/projects/3011
g5wpw-k7478,https://doi.org/10.60534/g5wpw-k7478,https://archive.nfdi4plants.org/records/g5wpw-k7478,CurT/CURT1 Proteins Are Involved in Cell and Chloroplast Division Coordination of Cyanobacteria and Green Algae,2025-09-05,"Dann, Marcel and Eunchul, Kim and Pohland, Anne-Christin and Sommer, Frederik",https://git.nfdi4plants.org/projects/2262
15kvm-7bn31,https://doi.org/10.60534/15kvm-7bn31,https://archive.nfdi4plants.org/records/15kvm-7bn31,"BreedingValue, grant agreement ID: 101000747",2025-08-25,"Senger, Elisa and McCallum, Susan and Jorgenson, Linzi and Britten, Avril and McCallum, James and Osti, Loris and Giacomelli, Sara and Olbricht, Klaus and Wagner, Henning and Waurich, Veronika and Predieri, Stefano and Daniele, Giulia Maria and Lippi, Nico and Magli, Massimiliano and Mazzoni, Luca and Capocasa, Franco and Marcellini, Micol and Giovanetti, Giammarco and Pergolotti, Valeria and Raffaelli, Davide and Qaderi, Rohullah and Franceschini, Matteo and Mecozzi, Federica and Kafkas, Ebru and Zucchi, Paolo and Savini, Gianluca and Toldo, Stefania and Cattani, Sabrina and Ayvaz Sönmez, Duygu and Perez Santana, Carlos and Piston Piston, Fernando and Arenas Pizarro, Juan Manuel and Lopez Rodriguez, Daniel and Cobano Cardeñas, Paloma and Rodriguez Mora, Ana Maria and Refoyo, Antonio and Borrero, Celia and Avilés, Manuel and Sanz, Carlos and Graham, Julie and Miranda Enamorado, Luis and Martinez Ferri, Elsa and Ariza Fernández, María Teresa and Soria Navarro, Carmen and Medina Mínguez, Juan Jesús and Muñoz, Pilar and Roldan Guerra, Francisco Javier and Verma, Sujeet and Ruiz-Velázque, Mario and Torreblanca, Rocío and Oiza, Nicolás and Castillejo, Cristina and Sánchez-Sevilla, José F. and Amaya, Iraida and Davik, Jahn and Haikonen, Tuuli and Öz, Ayşe Tülin and Kafkas, Salih and Özgoren, Burak and Attar, Şule Hilal and Yeşil, Betül and Mezzetti, Bruno",https://git.nfdi4plants.org/projects/3046
7s2cg-r2j06,https://doi.org/10.60534/7s2cg-r2j06,https://archive.nfdi4plants.org/records/7s2cg-r2j06,Rapid pathogenicity testing for bacterial blight in rice roots,2025-08-05,"Arra, Yugander and Frommer, Wolf B. and Redzich, Laura",https://git.nfdi4plants.org/projects/2948
dkf0e-hhq81,https://doi.org/10.60534/dkf0e-hhq81,https://archive.nfdi4plants.org/records/dkf0e-hhq81,Comparing AI-Based Text Mining and (Gene) Expression Profiling for Metadata Extraction,2025-07-23,"Scheid, Josephine Leonie and Schneider, Kevin and Mühlhaus, Timo",https://git.nfdi4plants.org/projects/2974
g22mf-11z54,https://doi.org/10.60534/g22mf-11z54,https://archive.nfdi4plants.org/records/g22mf-11z54,A microfluidic system for the cultivation of cyanobacteria with precise light intensity and CO2 control: enabling growth data acquisition at single-cell resolution,2025-04-02,"Witting, Lennart and Seiffarth, Johannes and Stute, Birgit and Schulze, Tim and Hofer, Jan Matthis and Nöh, Katharina and Eisenhut, Marion and Weber, Andreas P. M. and von Lieres, Eric and Kohlheyer, Dietrich",https://git.nfdi4plants.org/projects/2517
qsh62-7p088,https://doi.org/10.60534/qsh62-7p088,https://archive.nfdi4plants.org/records/qsh62-7p088,Role of Chloroplast Lipid-Remodelling Protein During Cold Acclimation in Arabidopsis thaliana,2025-03-28,"Schwenkert, Serena",https://git.nfdi4plants.org/projects/2495
ez8vf-kax43,https://doi.org/10.60534/ez8vf-kax43,https://archive.nfdi4plants.org/records/ez8vf-kax43,PHOTOPERIOD 1 enhances stress tolerance and energy metabolism to promote spike fertility in barley under high ambient temperatures,2025-02-28,"Lan, Tianyu and Walla, Agatha and Çolpan Karışan, Kumsal Ecem and Buchmann, Gabriele and Wewer, Vera and Metzger, Sabine and Vardanega, Isaia and Haraldsson, Einar Baldvin and Helmsorig, Gesa and Thirulogachandar, Venkatasubbu and Simon, Rüdiger and von Korff, Maria",https://git.nfdi4plants.org/projects/1590
508hd-vb321,https://doi.org/10.60534/508hd-vb321,https://archive.nfdi4plants.org/records/508hd-vb321,A full genome assembly reveals drought stress effects on gene expression and metabolite profiles in blackcurrant (Ribes nigrum L.),2025-03-05,"Ziegler, Freya and Rosenthal, Vivien and Vallarino, José G. and Genzel, Franziska and Spettmann, Sarah and Seliga, Łukasz and Keller-Przybyłkowicz, Sylwia and Munnes, Lucas and Sønsteby, Anita and Osorio, Sonia and Usadel, Björn",https://git.nfdi4plants.org/projects/1488
63p5d-ka779,https://doi.org/10.60534/63p5d-ka779,https://archive.nfdi4plants.org/records/63p5d-ka779,Identification and characterization of DICER-LIKE genes and their roles in Marchantia polymorpha,2025-02-24,"Erika, Csicsely and Top, Oguz and Frank, Wolfgang",https://git.nfdi4plants.org/projects/969
46qra-6bw98,https://doi.org/10.60534/46qra-6bw98,https://archive.nfdi4plants.org/records/46qra-6bw98,Identification of nuclear pore proteins at plasmodesmata,2024-12-02,"Schladt, Till Moritz and Miras, Manuel and Ejike, Jona Obinna and Pottier, Mathieu and Xi, Lin and Restrepo, Andrea and Nakamura, Masayoshi and Pütz, Niklas and Hänsch, Sebastian and Gao, Chen and Engelhorn, Julia and Dickmanns, Marcel and Davis, Gwendolyn and Dalal, Ahan and Gombos, Sven and Lange, Ronja and Simon, Rüdiger and Schulze, Waltraud and Frommer, Wolf B.",https://git.nfdi4plants.org/projects/2188
ecjy4-re035,https://doi.org/10.60534/ecjy4-re035,https://archive.nfdi4plants.org/records/ecjy4-re035,Multiomics characterization of the canal-1 tomato mutant,2024-10-25,"Wijesingha Ahchige, Micha and Fisher, Josef and Sokolowska, Ewelina and Lyall, Rafe and Illing, Nicola and Skirycz, Aleksandra and Zamir, Dani and Alseekh, Saleh and Fernie, Alisdair",https://git.nfdi4plants.org/projects/487
30cpm-z1c67,https://doi.org/10.60534/30cpm-z1c67,https://archive.nfdi4plants.org/records/30cpm-z1c67,In depth exploration of the genomic and metabolic diversity in tea varieties based on a newly constructed pan-genome of Camellia sinensis,2024-05-27,"Tariq, Arslan and Meng, Minghui and Jiang, Xiaohui and Bolger, Anthony and Beier, Sebastian and Buchmann, Jan and Fernie, Alisdair and Wen, Weiwei and Usadel, Björn",https://git.nfdi4plants.org/projects/1455
14ta1-me322,https://doi.org/10.60534/14ta1-me322,https://archive.nfdi4plants.org/records/14ta1-me322,Insight into the nodal cells transcriptome of the streptophyte green alga Chara braunii S276,2024-05-17,"Hess, Wolfgang and Heß, Daniel and Holzhausen, Anja",https://git.nfdi4plants.org/projects/1399
y2eyy-bg094,https://doi.org/10.60534/y2eyy-bg094,https://archive.nfdi4plants.org/records/y2eyy-bg094,Evolutionary conserved and divergent responses to copper zinc superoxide dismutase inhibition in plants.,2024-01-22,"Frohn, Stephanie and Schippers, Jos",https://git.nfdi4plants.org/projects/720
ba7e0-h6c66,https://doi.org/10.60534/ba7e0-h6c66,https://archive.nfdi4plants.org/records/ba7e0-h6c66,"Co-action of COP1, SPA and cryptochrome in light signal transduction and photomorphogenesis of the moss Physcomitrium patens",2023-11-02,"Kreiss, Melanie and Haas, Fabian and Hansen, Maike and Rensing, Stefan and Hoecker, Ute",https://git.nfdi4plants.org/projects/719
9e5jx-75d83,https://doi.org/10.60534/9e5jx-75d83,https://archive.nfdi4plants.org/records/9e5jx-75d83,Systems-wide investigation of responses to moderate and acute high temperatures in the green alga Chlamydomonas reinhardtii.,2023-09-07,"Zhang, Ningning and Mattoon, Erin and McHargue, Will and Venn, Benedikt and Zimmer, David and Pecani, Kresti and Jeong, Jooyeon and Anderson, Cheyenne and Chen, Chen and Berry, Jeffrey and Xia, Ming and Tzeng, Shin-Cheng and Becker, Eric and Pazouki, Leila and Evans, Bradley and Cross, Fred and Cheng, Jianlin and Czymmek, Kirk and Schroda, Michael and Mühlhaus, Timo and Zhang, Ru",https://git.nfdi4plants.org/projects/122
